"PlayerID","GroupID","Condition","All_Content","information","grounds","claim","organization","query","social","strategy"
3,1,"Desktop","So.",0,0,0,0,0,0,0
7,1,"Desktop","The blood evidence was found in Mr. Jones apartment.",1,0,0,0,0,0,0
3,1,"Desktop","OK, OK.",0,0,0,0,0,0,0
9,1,"Desktop","You are 'cause he's short.",0,1,0,0,0,0,0
3,1,"Desktop","That",0,0,0,0,0,0,0
7,1,"Desktop","And The thing is that he already shot one bullet. To kill the intruder.",1,0,0,0,0,0,0
3,1,"Desktop","yeah.",0,0,0,0,0,0,0
7,1,"Desktop","And there's one missing bullet.",1,0,0,0,0,0,0
3,1,"Desktop","Alright.",0,0,0,0,0,0,0
7,1,"Desktop","So that missing bullet might not be.",0,0,0,0,0,0,0
3,1,"Desktop","Oh no, there isn't.",0,0,0,0,0,0,0
7,1,"Desktop","Because Mr. Jones shot an intruder, right?",0,0,0,0,1,0,0
3,1,"Desktop","Oh, there is no missing bullet like only one bullet had been fired from Mr. Jones.",1,0,0,0,0,0,0
7,1,"Desktop","Yeah. Yeah, and that one bullet should should have gone to the intruder, not on.",1,0,0,0,0,0,0
3,1,"Desktop","It is possible that it is possible that Mr. Kelley is the intruder.",0,0,0,0,0,0,0
7,1,"Desktop","Mr. Kelley. hmmm",0,0,0,0,0,0,0
3,1,"Desktop","Yeah, but.",0,0,0,0,0,0,0
9,1,"Desktop","Mr. Kelley. Mr. Kelley. If you could see here.",0,0,0,0,0,0,0
3,1,"Desktop","Yeah, he got a shot, but if not fatal.",0,0,0,0,0,0,0
9,1,"Desktop","Yeah, well.",0,0,0,0,0,0,0
3,1,"Desktop","Right?",0,0,0,0,1,0,0
9,1,"Desktop","cause you can see here, I don't know if you could see my. You could see my cursor here. I think mr. Kelley He's the intruder 'cause you heard Mr. Jones.",0,0,0,0,0,0,0
3,1,"Desktop","OK.",0,0,0,0,0,0,0
9,1,"Desktop","So maybe so, maybe Mr. Jones didn't know it was him or something because.",0,0,1,0,0,0,0
3,1,"Desktop","Yeah, I think The thing is that Mr. Kelley Kelley and Jones has a business distribute and Kelley speak publicly. He want to kill Mr. Jones and and.",0,0,0,0,0,0,0
9,1,"Desktop","Yeah.",0,0,0,0,0,0,0
7,1,"Desktop","Yeah.",0,0,0,0,0,0,0
3,1,"Desktop","That's, uh, kind of the reason that Mr. Jones and at the day prior to the murder Kelley. Went to Mr. Jones apartment and Mr. Jones recognize Kelley is going to kill him so he self defense and shot Kelley and but he shot him on the leg so it's not fatal. What's fatal is what",0,1,0,0,0,0,0
7,1,"Desktop","Yeah.",0,0,0,0,0,0,0
3,1,"Desktop","But Scotts stab him from the back in the next day, 12:30 at Scott's apartment right? I think that's a whole story.",0,0,1,0,1,0,0
9,1,"Desktop","Yeah. What why did you go to mr. Scott's of apartment? After being shot?",0,0,0,0,1,0,0
3,1,"Desktop","Uh, that's, uh, yeah, we really don't know.",0,0,0,0,0,0,0
9,1,"Desktop","I mean if if he knew Mr. Scott was having an affair with Mrs. Kelley, then why then why go to his apartment after you've been shot like?",0,0,0,0,1,0,0
3,1,"Desktop","Yeah. I don't think. Anything I see does answer that question.",0,0,1,0,0,0,0
7,1,"Desktop","OK, so now who was the murderer we we decided on Mr. Scott and what was the weapon the knife and when did the murder happen? 12:30.",0,0,0,0,1,0,0
3,1,"Desktop","Yep. And Yep.",0,0,0,0,0,0,0
7,1,"Desktop","Where did the murder take place?",0,0,0,0,1,0,0
9,1,"Desktop","Yeah.",0,0,0,0,0,0,0
3,1,"Desktop","Scott's apartment.",0,0,0,0,0,0,0
7,1,"Desktop","Yeah, there's somewhere I read where it seems like the body has been dragged a long distance so dragged a long distance to the park.",1,0,0,0,1,0,0
3,1,"Desktop","Yeah.",0,0,0,0,0,0,0
7,1,"Desktop","And then blood was found in the car of Mr. Scott. But",1,0,0,0,0,0,0
3,1,"Desktop","Yeah it is a.",0,0,0,0,0,0,0
7,1,"Desktop","and then there's something about Mrs. Smith's yard.",0,0,0,0,0,0,0
3,1,"Desktop","I think.",0,0,0,0,0,0,0
9,1,"Desktop","I think the knife was found there.",1,0,0,0,0,0,0
3,1,"Desktop","Yeah, the knife was found in Mrs Smith's yard, but I think Mr. Smith is a I think Miss Smith is irrelevant in the whole story. She's just like a just a in the middle of the.",1,0,0,0,0,0,0
5,1,"Desktop","[inaudible]",0,0,0,0,0,0,0
7,1,"Desktop","But",0,0,0,0,0,0,0
9,1,"Desktop","Yeah.",0,0,0,0,0,0,0
7,1,"Desktop","OK.",0,0,0,0,0,0,0
3,1,"Desktop","Uh Scott dragging the body and he just disposed the weapon at a random place.",0,0,0,0,0,0,0
9,1,"Desktop","No.",0,0,0,0,0,0,0
3,1,"Desktop","It could be, it could be Smith could be irrelevant in the whole story.",0,0,1,0,0,0,0
9,1,"Desktop","Wow.",0,0,0,0,0,0,0
7,1,"Desktop","But then And what's that about Miss Smith being in the lobby of the apartment building?",0,0,0,0,1,0,0
3,1,"Desktop","Uh.",0,0,0,0,0,0,0
7,1,"Desktop","At 12:30",0,0,0,0,0,0,0
9,1,"Desktop","Wait, why is she helping out?",0,0,0,0,1,0,0
5,1,"Desktop","So what is the?",0,0,0,0,1,0,0
3,1,"Desktop","I would. I",0,0,0,0,0,0,0
9,1,"Desktop","I mean that that was was.",0,0,1,0,0,0,0
3,1,"Desktop","There's like a two few things about Miss Smith. Uh, that is in the whole thing, but I think one possible thing is that.",0,0,0,0,0,0,0
9,1,"Desktop","What?",0,0,0,0,1,0,0
3,1,"Desktop","Scott saw Smith in apartment lobby and she knows that, uh, Scott knows that she is. She appeared at the place where murder took place, so he decided to dispose the murder. The murder weapon at Smith backyard so he can in the future frame Smith for the murder. Because we really don't have anything point to Smith at the moment apart from the site of appearance in the lobby and a knife was found in her backyard. Apart from that we really don't have anything at .2. Do you have anything about Smith on your board apart from these two things?",1,1,1,1,1,0,0
7,1,"Desktop","Yeah. OK. No.",0,0,0,0,0,0,0
9,1,"Desktop","No.",0,0,0,0,0,0,0
7,1,"Desktop","And here where it says Mr. Scott went to the apartment  Jones apartment.",0,0,0,0,1,0,0
9,1,"Desktop","Who's his apartment or?",0,0,0,0,1,0,0
7,1,"Desktop","I think it's Jones, no.",0,0,0,0,0,0,0
9,1,"Desktop","Jones apartments.",0,0,0,0,0,0,0
3,1,"Desktop","I think Jones's apartment is about midnight and this court apartment is about 12 thirty 1225.",0,0,0,0,0,0,0
9,1,"Desktop","No. She said Mr. She said Mr. Scott went to apartment.",0,0,0,0,0,0,0
7,1,"Desktop","Went to whose apartment like?",0,0,0,0,1,0,0
9,1,"Desktop","Whose apartment here? cause this one is broken.",0,0,0,0,1,0,0
7,1,"Desktop","So what does it say like?",0,0,0,0,1,0,0
3,1,"Desktop","Uh. Whose information is?",0,0,0,0,1,0,0
7,1,"Desktop","Because if you think about it, if the murder happened at 12:30. Then how would? How would Mr. Jones still be? Sorry Mr. Kelley still be at. Mr. Jones apartment and then. At 12:15, and then make it to Mr. Scott's apartment and be dead by 12:30.",0,1,1,0,1,0,0
3,1,"Desktop","And also dragged a long distance",1,0,0,0,0,0,0
7,1,"Desktop","Yeah.",0,0,0,0,0,0,0
9,1,"Desktop","cause?",0,1,0,0,1,0,0
7,1,"Desktop","So at this, I think that this is the location of the murder, but we need to figure out who's apartment is it Mr. Scott or Mr. Jones.",0,0,0,0,1,0,1
9,1,"Desktop","What? cause I have. I have it here where sorry, let me just try and figure it. I have it here Mr. Mr. Kelley went to Mr. Scott apartment at. Let me see if I  where's my own.",0,1,0,0,1,0,0
3,1,"Desktop","I've. Thanks is a.",0,0,0,0,0,0,0
9,1,"Desktop","Hold on, just hold on let me try. ahhh",0,0,0,0,0,0,0
7,1,"Desktop","We still need a couple of minutes. Yeah.",0,0,0,0,0,0,0
9,1,"Desktop","So I have it here I'm just Mr. Kelley Went to",0,0,0,0,0,0,0
7,1,"Desktop","So Mr. Kelley went to Scott's apartment. That's what it says.",0,0,0,0,0,0,0
9,1,"Desktop","Yep.",0,0,0,0,0,0,0
7,1,"Desktop","OK, so then Scott's apartment.",0,0,0,0,0,0,0
5,1,"Desktop","[inaudible] Yeah, 1225.",0,0,0,0,0,0,0
3,1,"Desktop","1225.0 and uh. There is like a the murder happened in 12:30. That is something that's very concrete and we can't change that. So it's.",0,0,0,0,0,0,0
9,1,"Desktop","Yeah.",0,0,0,0,0,0,0
3,1,"Desktop","So it should be within like a something from trying to 12:25 to 12:30 happened.",0,0,1,0,0,0,0
7,1,"Desktop","Yeah. So, if Mr. Kelley went to Mr. Scott's apartment at 12:25, then it all adds up would be dead in five minutes, and then the body was found one hour later in the park, which makes enough time for.",1,0,0,0,0,0,0
3,1,"Desktop","Yeah.",0,0,0,0,0,0,0
9,1,"Desktop","Yeah.",0,0,0,0,0,0,0
3,1,"Desktop","Has been good. Yeah has been dropped.",0,0,0,0,0,0,0
7,1,"Desktop","Yeah, OK.",0,0,0,0,0,0,0
3,1,"Desktop","Should we notify the examiner, like the the the investigator.",0,0,0,0,0,0,0
7,1,"Desktop","Ask. Yes. Ying we are done",0,0,0,0,0,0,0
4,2,"Desktop","Sorry like are we supposed to share all our info?",0,0,0,0,1,0,1
2,2,"Desktop","I think.",0,0,0,0,0,0,0
3,2,"Desktop","So. So if you drag something to come with the others can see the whole.",0,0,0,1,0,0,0
2,2,"Desktop","You can see.",0,0,0,0,0,0,0
5,2,"Desktop","So does share screen.",0,0,0,0,0,0,1
3,2,"Desktop","Ah OK, got it.",0,0,0,0,0,0,0
4,2,"Desktop","Oh",0,0,0,0,0,0,0
5,2,"Desktop","Don't move. I was just sharing the clue",0,0,0,1,0,0,0
3,2,"Desktop","I'll put it on the top.",0,0,0,1,0,0,0
5,2,"Desktop","Oh",0,0,0,0,0,0,0
4,2,"Desktop","so I'm just making sure that we don't hide info from others, right? So it's it's a teamwork not.",0,0,0,0,1,0,0
2,2,"Desktop","Yeah, so so there's there's no murder among us, so we don't need to.",0,0,0,0,0,0,1
5,2,"Desktop","stop.",0,0,0,0,0,0,1
4,2,"Desktop","OK. Oh yeah.",0,0,0,0,0,0,0
5,2,"Desktop","So quick.",0,0,0,0,0,0,0
4,2,"Desktop","Yeah, just making sure. Wait, it's too overwhelming. Oh my God.",0,0,0,0,0,0,0
5,2,"Desktop","Well.",0,0,0,0,0,0,0
2,2,"Desktop","Oh",0,0,0,0,0,0,0
4,2,"Desktop","xxxx",0,0,0,0,0,1,0
3,2,"Desktop","Uh-huh",0,0,0,0,0,0,0
4,2,"Desktop","cause we both have the notes on Albert Greenbags.",0,0,0,0,0,0,0
3,2,"Desktop","I think we just put all the clues first then we connect them later.",0,0,0,1,0,0,0
4,2,"Desktop","Ah, OK.",0,0,0,0,0,0,0
2,2,"Desktop","we cannot move",0,0,0,1,0,0,0
5,2,"Desktop","Its hard to",0,0,0,0,0,0,0
2,2,"Desktop","[inaudible]",0,0,0,0,0,0,0
4,2,"Desktop","OK. For now. Put a new brand new area.",0,0,0,0,0,0,0
2,2,"Desktop","See.",0,0,0,0,0,0,0
5,2,"Desktop","[inaudible]",0,0,0,0,0,0,0
4,2,"Desktop","uh all my notes on the camera now.",0,0,0,0,0,0,0
5,2,"Desktop","Me too.",0,0,0,0,0,0,0
3,2,"Desktop","Yeah me too.",0,0,0,0,0,0,0
2,2,"Desktop","Yeah.",0,0,0,0,0,0,0
5,2,"Desktop","But it's so confused.",0,0,0,0,0,0,0
2,2,"Desktop","Oh my God.",0,0,0,0,0,0,0
4,2,"Desktop","So.",0,0,0,0,0,0,0
2,2,"Desktop","Where do we start?",0,0,0,0,1,0,1
4,2,"Desktop","Let's try to find some common stuff.",0,0,0,0,0,0,1
5,2,"Desktop","I think we need to. 1st. We should move all the clues related question to the left side I think.",0,0,0,1,0,0,1
3,2,"Desktop","I see.",0,0,0,0,0,0,0
5,2,"Desktop","Please. I will I will remove my clues related to the first question to the left. This one this is a. My clue related to the bank. And.",0,0,0,1,0,0,0
3,2,"Desktop","I, I think it would be easier if I say. Put all the people with same name. Close together like people with the same name and place with the same name.",0,0,0,0,0,0,0
4,2,"Desktop","Yeah.",0,0,0,0,0,0,0
5,2,"Desktop","Yes. Uh.",0,0,0,0,0,0,0
2,2,"Desktop","I think we can share the key key name or key word of our clue and see if we can put it together grouped together.",0,0,0,0,0,0,1
3,2,"Desktop","So.",0,0,0,0,0,0,0
5,2,"Desktop","The name is.",0,0,0,0,0,0,0
2,2,"Desktop","Huh? Or like the key word",0,0,0,0,1,0,0
5,2,"Desktop","Or maybe the things related to the same [inaudible] moving together. This is a.",0,0,1,1,0,0,0
2,2,"Desktop","Like I have a name with Margaret Ellington Anyone have seen?",0,0,0,0,1,0,0
4,2,"Desktop","Yeah, that's. Yeah, that's what I'm doing now.",0,0,0,0,0,0,0
2,2,"Desktop","OK.",0,0,0,0,0,0,0
4,2,"Desktop","Like yeah. Oh so.",0,0,0,0,0,0,0
3,2,"Desktop","Just grab this.",0,0,0,0,0,0,0
4,2,"Desktop","Yeah so.",0,0,0,0,0,0,0
3,2,"Desktop","President",0,0,0,0,0,0,0
4,2,"Desktop","I'll just delete this three. If you can see. My mouse here.",0,0,0,1,0,0,0
2,2,"Desktop","Yeah. OK.",0,0,0,0,0,0,0
4,2,"Desktop","Yeah. Yes.",0,0,0,0,0,0,0
5,2,"Desktop","Uh.",0,0,0,0,0,0,0
2,2,"Desktop","Oh",0,0,0,0,0,0,0
4,2,"Desktop","Do you have any other info on Margaret Ellington here? If not, then we can move on to the next name.",0,0,0,1,1,0,0
2,2,"Desktop","no, nothing from me.",0,0,0,0,0,0,0
4,2,"Desktop","then um",0,0,0,0,0,0,0
2,2,"Desktop","I think that's all.",0,0,0,0,0,0,0
4,2,"Desktop","OK so.",0,0,0,0,0,0,0
2,2,"Desktop","Oh",0,0,0,0,0,0,0
4,2,"Desktop","So if all info around Margaret Ellington is. As found out, I think we can. I can put this in the middle or in the center. And. Or other stuff just goes around it. I'm just trying to make it look nicer but.",0,0,0,0,0,0,0
3,2,"Desktop","Who is this person Margaret Ellington?",0,0,0,0,1,0,0
2,2,"Desktop","Oh",0,0,0,0,0,0,0
3,2,"Desktop","Please. Discover oh OK his witness.",0,0,0,0,0,0,0
2,2,"Desktop","so it's a.",0,0,0,0,0,0,0
5,2,"Desktop","Oh, I have the one infromation related to Howard Ellington",0,0,0,0,0,0,0
2,2,"Desktop","Howard",0,0,0,0,0,0,0
5,2,"Desktop","This one.",0,0,0,0,0,0,0
2,2,"Desktop","OK yeah.",0,0,0,0,0,0,0
5,2,"Desktop","It's yeah this one there is the is in charge of the.",1,0,0,0,0,0,0
4,2,"Desktop","How Howard here",0,0,0,0,0,0,0
2,2,"Desktop","Yeah you can. You can move move them.",0,0,0,1,0,0,0
5,2,"Desktop","Yeah, I covered this.",0,0,0,1,0,0,0
4,2,"Desktop","Can you move? Yeah, can you move that info too?",0,0,0,1,1,0,1
2,2,"Desktop","Uh.",0,0,0,0,0,0,0
5,2,"Desktop","I think you can drag",0,0,0,1,0,0,0
4,2,"Desktop","Yeah.",0,0,0,0,0,0,0
5,2,"Desktop","you can drag all of this.",0,0,0,1,0,0,0
4,2,"Desktop","And then. What other names do we have here. Do we have?",0,0,0,0,1,0,0
2,2,"Desktop","Oh I'm sorry. I mistakenly delete something",0,0,0,1,0,0,0
4,2,"Desktop","Elwood. Elwood Smith",0,0,0,0,0,0,0
2,2,"Desktop","Oh",0,0,0,0,0,0,0
4,2,"Desktop","So there should be a line, right?",0,0,1,0,1,0,0
5,2,"Desktop","Yeah.",0,0,0,0,0,0,0
2,2,"Desktop","yeah, but there's a label, yeah?",0,0,0,0,1,0,0
5,2,"Desktop","This is 1. Elwood Smith arrived.",0,0,0,0,0,0,0
4,2,"Desktop","Uh.",0,0,0,0,0,0,0
2,2,"Desktop","Yeah can you. Can you put the label here maybe?",0,0,1,0,1,0,1
4,2,"Desktop","Phoebe Phoebe Can you like can you go to your note and see which label should be put here on this line?",0,0,1,0,1,0,1
5,2,"Desktop","Well it is.",0,0,0,0,0,0,0
4,2,"Desktop","On your clipboard.",1,0,0,0,0,0,0
5,2,"Desktop","Sorry, you may.",0,0,0,0,0,0,0
2,2,"Desktop","Howard Ellington and dynamite.",0,0,0,0,0,0,0
4,2,"Desktop","So yeah, between Howard Ellington and dynamite there should be a.",0,0,1,0,0,0,0
5,2,"Desktop","Uh, it does not.",0,0,0,0,0,0,0
4,2,"Desktop","There should be a label.",0,0,1,0,0,0,0
5,2,"Desktop","Uh, no label, the supplies, but there's no underline in this vault.",0,0,0,0,0,0,0
2,2,"Desktop","Yeah, I mistakenly delete that label Wait, wait, wait, put it.",0,0,0,1,0,0,0
4,2,"Desktop","Yeah.",0,0,0,0,0,0,0
5,2,"Desktop","Uh, no, no, there is in charge of in charge of.",1,0,0,0,0,0,0
2,2,"Desktop","Yeah.",0,0,0,0,0,0,0
4,2,"Desktop","Oh thanks. Then we have Elwood Smith here.",0,0,0,0,0,1,0
5,2,"Desktop","Yeah, there's.",0,0,0,0,0,0,0
2,2,"Desktop","Huh?",0,0,0,0,1,0,0
4,2,"Desktop","Arrived at. OK, I'll just. Cool thanks, I'll just put it here arrived here, delete.",0,0,0,1,0,1,0
2,2,"Desktop","[inaudible]",0,0,0,0,0,0,0
4,2,"Desktop","OK. Thoughtful. Then we have.",0,0,0,0,0,0,0
2,2,"Desktop","Uh huh. Oh ****.",0,0,0,0,0,0,0
4,2,"Desktop","OK. Something about buying dynamite is here.",0,0,0,1,0,0,0
3,2,"Desktop","So so can you. Can you see my?",0,0,0,0,1,0,1
2,2,"Desktop","Where are you at?",0,0,0,0,1,0,0
3,2,"Desktop","mouse here Yeah, so this is this the President of the bank?",0,0,0,0,1,0,0
2,2,"Desktop","Well.",0,0,0,0,0,0,0
4,2,"Desktop","Yeah, yeah.",0,0,0,0,0,0,0
2,2,"Desktop","I'm thinking.",0,0,0,0,0,0,0
4,2,"Desktop","Yeah, I guess when it says President means there's only one president.",0,1,1,0,1,0,0
